Indices,Seed_path,Sample_path
1,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_1.npy
4,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_4.npy
6,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_6.npy
8,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_8.npy
9,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_9.npy
11,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_11.npy
12,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_12.npy
13,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_13.npy
15,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_15.npy
16,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_16.npy
17,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_18.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_17.npy
20,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_2.npy
22,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_18.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_4.npy
23,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_5.npy
28,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_10.npy
30,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_12.npy
33,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_15.npy
42,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_25.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_24.npy
46,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_28.npy
47,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_29.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_29.npy
53,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_5.npy
59,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_11.npy
63,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_15.npy
68,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_20.npy
69,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_21.npy
73,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_25.npy
76,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_15.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_28.npy
78,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_29.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_0.npy
81,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_7.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_3.npy
85,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_7.npy
86,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_8.npy
88,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_10.npy
89,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_11.npy
91,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_1.npy
92,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_2.npy
94,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_4.npy
95,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_18.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_5.npy
96,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_6.npy
98,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_8.npy
99,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_16.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_9.npy
100,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_10.npy
104,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_14.npy
105,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_15.npy
107,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_17.npy
