Indices,Seed_path,Sample_path
2,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_2.npy
3,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_10.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_3.npy
6,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_6.npy
7,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_7.npy
9,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_9.npy
11,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_11.npy
13,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_13.npy
14,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_14.npy
15,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_15.npy
16,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_16.npy
20,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_2.npy
23,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_5.npy
25,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_7.npy
33,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_15.npy
34,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_10.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_16.npy
36,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_18.npy
38,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_20.npy
39,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_21.npy
41,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_8.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy
42,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_25.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_24.npy
47,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_29.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_29.npy
48,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_0.npy
52,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_22.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_4.npy
53,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_5.npy
54,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_22.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_6.npy
56,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_8.npy
59,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_11.npy
60,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_7.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_12.npy
63,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_15.npy
64,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_16.npy
67,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_19.npy
68,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_20.npy
69,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_21.npy
71,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_25.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_23.npy
73,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_25.npy
76,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_15.npy,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_28.npy
80,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_2.npy
81,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_7.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_3.npy
82,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_4.npy
85,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_7.npy
86,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_8.npy
87,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_9.npy
88,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_2.npy,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_10.npy
90,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_16.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_0.npy
92,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_2.npy
94,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_3.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_4.npy
98,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_8.npy
99,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_16.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_9.npy
100,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_10.npy
104,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_14.npy
105,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_15.npy
107,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_17.npy
108,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_18.npy
109,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_14.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_19.npy
110,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_17.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_20.npy
111,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_21.npy
112,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_22.npy
113,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_23.npy
114,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_12.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_24.npy
116,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_26.npy
117,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_27.npy
118,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_0.npy
119,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_22.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_1.npy
121,PyTorch/TorchLeNet5/adversarial_samples/round_3_attack_FGM_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_3.npy
123,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_5.npy
124,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_6.npy
126,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_20.npy,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_8.npy
127,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_0.npy
128,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_1.npy
129,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_2.npy
130,PyTorch/TorchLeNet5/adversarial_samples/round_5_attack_Universal_sample_10.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_3.npy
133,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_6.npy
135,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_PGD_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_8.npy
138,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_11.npy
140,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_13.npy
142,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_15.npy
145,PyTorch/TorchLeNet5/adversarial_samples/round_6_attack_DeepFool_sample_21.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_18.npy
146,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_4.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_19.npy
150,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_9.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_23.npy
154,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_16.npy,PyTorch/TorchLeNet5/adversarial_samples/round_8_attack_PGD_sample_27.npy
157,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_9_attack_CW_sample_0.npy
158,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_1.npy,PyTorch/TorchLeNet5/adversarial_samples/round_11_attack_Universal_sample_0.npy
159,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_11.npy,PyTorch/TorchLeNet5/adversarial_samples/round_11_attack_Universal_sample_1.npy
160,PyTorch/TorchLeNet5/adversarial_samples/round_7_attack_DeepFool_sample_6.npy,PyTorch/TorchLeNet5/adversarial_samples/round_11_attack_Universal_sample_2.npy
161,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_10.npy,PyTorch/TorchLeNet5/adversarial_samples/round_11_attack_Universal_sample_3.npy
