Indices,Seed_path,Sample_path
0,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_0.npy
5,PyTorch/TorchLeNet5/adversarial_samples/seed_data/initial_seed_data.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_5.npy
6,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_24.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_6.npy
7,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_7.npy
8,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_FGM_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_8.npy
9,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_9.npy
11,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_23.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_11.npy
13,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_5.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_13.npy
14,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_28.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_14.npy
15,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_Universal_sample_13.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_15.npy
16,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_0.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_16.npy
17,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_18.npy,PyTorch/TorchLeNet5/adversarial_samples/round_1_attack_DeepFool_sample_17.npy
20,PyTorch/TorchLeNet5/adversarial_samples/round_0_attack_DeepFool_sample_26.npy,PyTorch/TorchLeNet5/adversarial_samples/round_2_attack_PGD_sample_2.npy
